ResponseId,Response,J_WorkerId,J_Gender,J_Literacy,J_Age,Empathy,R_WorkerId,R_Gender,R_Literacy,R_Age,Treatment,ConversationId,,,,,,,,,,,,,,,,,,,,,,0
3TK8OJTYM2HOASIVKRQWGBD8NVNVPG,Well...that's water under the bridge at this point. You need to talk to Jane,A3MYTEE8WSEQ2Z,male,native,18-25,moderately,A1DO689PX06EMV,female,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
3TK8OJTYM2HOASIVKRQWGBD8NVNVPG,Well...that's water under the bridge at this point. You need to talk to Jane,A1JEMN51X76N2O,female,native,46-55,moderately,A1DO689PX06EMV,female,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
3TK8OJTYM2HOASIVKRQWGBD8NVNVPG,Well...that's water under the bridge at this point. You need to talk to Jane,AY9S6HCHZ8F1Y,male,native,26-35,none,A1DO689PX06EMV,female,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
3TS1AR6UQRAA8PS5OQRBY3J1ZDBF7Z,"Well, maybe you shouldn't have done it without telling her.",A2SKVQA1LQCH0M,female,profession,26-35,none,ASBTT5QU0CX2Z,male,native,18-25,1,4,,,,,,,,,,,,,,,,,,,,,,
3TS1AR6UQRAA8PS5OQRBY3J1ZDBF7Z,"Well, maybe you shouldn't have done it without telling her.",A1JEMN51X76N2O,female,native,46-55,slightly,ASBTT5QU0CX2Z,male,native,18-25,1,4,,,,,,,,,,,,,,,,,,,,,,
3TS1AR6UQRAA8PS5OQRBY3J1ZDBF7Z,"Well, maybe you shouldn't have done it without telling her.",A14M2EERU7E8KD,female,native,26-35,none,ASBTT5QU0CX2Z,male,native,18-25,1,4,,,,,,,,,,,,,,,,,,,,,,
3VA45EW49OJQ3GQWYDTSKN12ON0O1L,Holy cow! Who might have ratted on you?,A2SKVQA1LQCH0M,female,profession,26-35,slightly,A2IUUSQGQDEYID,female,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
3VA45EW49OJQ3GQWYDTSKN12ON0O1L,Holy cow! Who might have ratted on you?,A3MYTEE8WSEQ2Z,male,native,18-25,slightly,A2IUUSQGQDEYID,female,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
3VA45EW49OJQ3GQWYDTSKN12ON0O1L,Holy cow! Who might have ratted on you?,AY9S6HCHZ8F1Y,male,native,26-35,slightly,A2IUUSQGQDEYID,female,native,26-35,1,4,,,,,,,,,,,,,,,,,,,,,,
3Y4W8Q93L0GFLVF5FIZ1GHWJ9HYDV8,That sucks. She's just worried about you.,APRBKGIRNIXRW,male,native,26-35,slightly,A2NTGA5KSZMYB0,other,native,18-25,1,4,,,,,,,,,,,,,,,,,,,,,,
3Y4W8Q93L0GFLVF5FIZ1GHWJ9HYDV8,That sucks. She's just worried about you.,A8E99XNOTT390,female,native,36-45,slightly,A2NTGA5KSZMYB0,other,native,18-25,1,4,,,,,,,,,,,,,,,,,,,,,,
3Y4W8Q93L0GFLVF5FIZ1GHWJ9HYDV8,That sucks. She's just worried about you.,AQ5RV9HW7U6ID,male,native,18-25,slightly,A2NTGA5KSZMYB0,other,native,18-25,1,4,,,,,,,,,,,,,,,,,,,,,,
33FOTY3KENHPURTT88K1PN7LZ8ZC1S,Sorry to hear that,AWYAVVEVO3O6M,male,profession,18-25,slightly,A2OTQJZW0I3M2Q,female,profession,36-45,0,5,,,,,,,,,,,,,,,,,,,,,,
33FOTY3KENHPURTT88K1PN7LZ8ZC1S,Sorry to hear that,A3U761PEG7MFKT,female,native,36-45,extremely,A2OTQJZW0I3M2Q,female,profession,36-45,0,5,,,,,,,,,,,,,,,,,,,,,,
33FOTY3KENHPURTT88K1PN7LZ8ZC1S,Sorry to hear that,A3TWIUN2YTYNML,female,native,36-45,very,A2OTQJZW0I3M2Q,female,profession,36-45,0,5,,,,,,,,,,,,,,,,,,,,,,
33IZTU6J82XDR93ICNV8Z1F4QQ2XS1,This is awful. Want to meet up tonight to talk about it?,A3MYTEE8WSEQ2Z,male,native,18-25,moderately,A1DO689PX06EMV,female,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
33IZTU6J82XDR93ICNV8Z1F4QQ2XS1,This is awful. Want to meet up tonight to talk about it?,A3U761PEG7MFKT,female,native,36-45,extremely,A1DO689PX06EMV,female,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
33IZTU6J82XDR93ICNV8Z1F4QQ2XS1,This is awful. Want to meet up tonight to talk about it?,A1H4GJFI4NJWKV,female,native,36-45,extremely,A1DO689PX06EMV,female,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
354P56DE9LZJCUXRUARA522GOXOS72,"Don't worry, i'm sure you'll find someone much more loving and caring than him. :)",AWYAVVEVO3O6M,male,profession,18-25,very,A138IDUXMA6TAQ,male,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
354P56DE9LZJCUXRUARA522GOXOS72,"Don't worry, i'm sure you'll find someone much more loving and caring than him. :)",A14WLAP6TCEKO0,male,native,26-35,extremely,A138IDUXMA6TAQ,male,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
354P56DE9LZJCUXRUARA522GOXOS72,"Don't worry, i'm sure you'll find someone much more loving and caring than him. :)",A3U761PEG7MFKT,female,native,36-45,very,A138IDUXMA6TAQ,male,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
39JEC7537VX5G39RFM4QWBE1OFSCV9,"Tell him where to go, can't believe he'd do that to you!",A3TWIUN2YTYNML,female,native,36-45,extremely,AHA28L276D6OX,female,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
39JEC7537VX5G39RFM4QWBE1OFSCV9,"Tell him where to go, can't believe he'd do that to you!",A14M2EERU7E8KD,female,native,26-35,very,AHA28L276D6OX,female,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
39JEC7537VX5G39RFM4QWBE1OFSCV9,"Tell him where to go, can't believe he'd do that to you!",APRBKGIRNIXRW,male,native,26-35,very,AHA28L276D6OX,female,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
3KJYX6QCMA7SOHFXPELCJFRWE0QJVL,What a jerk! How could he treat you that way? You deserve so much better.,A110KENBXU7SUJ,male,native,46-55,extremely,A2OEYP8J5KITTB,female,profession,36-45,0,5,,,,,,,,,,,,,,,,,,,,,,
3KJYX6QCMA7SOHFXPELCJFRWE0QJVL,What a jerk! How could he treat you that way? You deserve so much better.,A2A0M30DSA7ZN,female,native,26-35,extremely,A2OEYP8J5KITTB,female,profession,36-45,0,5,,,,,,,,,,,,,,,,,,,,,,
3KJYX6QCMA7SOHFXPELCJFRWE0QJVL,What a jerk! How could he treat you that way? You deserve so much better.,A3TWIUN2YTYNML,female,native,36-45,extremely,A2OEYP8J5KITTB,female,profession,36-45,0,5,,,,,,,,,,,,,,,,,,,,,,
3OCHAWUVGPGF3QQA7EM68FOU9ZMKXA,Leave him!,AT0COJ1G23ZB0,female,native,26-35,slightly,A96DQVL8J291X,female,profession,18-25,0,5,,,,,,,,,,,,,,,,,,,,,,
3OCHAWUVGPGF3QQA7EM68FOU9ZMKXA,Leave him!,AQ5RV9HW7U6ID,male,native,18-25,very,A96DQVL8J291X,female,profession,18-25,0,5,,,,,,,,,,,,,,,,,,,,,,
3OCHAWUVGPGF3QQA7EM68FOU9ZMKXA,Leave him!,A1JEMN51X76N2O,female,native,46-55,moderately,A96DQVL8J291X,female,profession,18-25,0,5,,,,,,,,,,,,,,,,,,,,,,
3QEMNNSB2YVDA5E9XKWLA3GGNZF7DY,"Maybe you should talk to him first, stay cool",AWYAVVEVO3O6M,male,profession,18-25,moderately,AN4B03UMF1N0F,female,native,36-45,0,5,,,,,,,,,,,,,,,,,,,,,,
3QEMNNSB2YVDA5E9XKWLA3GGNZF7DY,"Maybe you should talk to him first, stay cool",A33M7EZ72P8TWF,male,native,26-35,very,AN4B03UMF1N0F,female,native,36-45,0,5,,,,,,,,,,,,,,,,,,,,,,
3QEMNNSB2YVDA5E9XKWLA3GGNZF7DY,"Maybe you should talk to him first, stay cool",A35DZ5AAKNOKQ8,female,native,26-35,slightly,AN4B03UMF1N0F,female,native,36-45,0,5,,,,,,,,,,,,,,,,,,,,,,
3RXCAC0YISLKM3TJ9FPZUOF8B6YG8R,Spend some time on yourself,A7KLTVEIASF4J,male,native,26-35,extremely,AR2C5O72ESB3S,male,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
3RXCAC0YISLKM3TJ9FPZUOF8B6YG8R,Spend some time on yourself,A3U761PEG7MFKT,female,native,36-45,slightly,AR2C5O72ESB3S,male,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
3RXCAC0YISLKM3TJ9FPZUOF8B6YG8R,Spend some time on yourself,A2SKVQA1LQCH0M,female,profession,26-35,moderately,AR2C5O72ESB3S,male,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
3U5NZHP4LSYJSRNBF29S1AMZFHPPHZ,Leave his ass.,A2A0M30DSA7ZN,female,native,26-35,moderately,A1L62VC27LQKPA,female,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
3U5NZHP4LSYJSRNBF29S1AMZFHPPHZ,Leave his ass.,A20O44S26VN11P,female,native,18-25,moderately,A1L62VC27LQKPA,female,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
3U5NZHP4LSYJSRNBF29S1AMZFHPPHZ,Leave his ass.,A2SKVQA1LQCH0M,female,profession,26-35,none,A1L62VC27LQKPA,female,native,26-35,0,5,,,,,,,,,,,,,,,,,,,,,,
3WQ3B2KGE9C6KM1NU8O6E313HQXB1O,Stand him up when he comes to pick you up.,AWYAVVEVO3O6M,male,profession,18-25,very,A25OEXAPBQ2LTA,male,native,56-65,0,5,,,,,,,,,,,,,,,,,,,,,,
3WQ3B2KGE9C6KM1NU8O6E313HQXB1O,Stand him up when he comes to pick you up.,A2Z3I9XW0SHBPY,male,native,46-55,very,A25OEXAPBQ2LTA,male,native,56-65,0,5,,,,,,,,,,,,,,,,,,,,,,
3WQ3B2KGE9C6KM1NU8O6E313HQXB1O,Stand him up when he comes to pick you up.,APRBKGIRNIXRW,male,native,26-35,slightly,A25OEXAPBQ2LTA,male,native,56-65,0,5,,,,,,,,,,,,,,,,,,,,,,
32SCWG5HII03V23UJJIO4JX96826PI,"If I was petty, I'd tell you to break up with him first lol. You should probably just talk to him.",AY9S6HCHZ8F1Y,male,native,26-35,none,AHGB4ON0L0ST4,female,native,18-25,1,5,,,,,,,,,,,,,,,,,,,,,,
32SCWG5HII03V23UJJIO4JX96826PI,"If I was petty, I'd tell you to break up with him first lol. You should probably just talk to him.",A2S96ZZ70YFPSK,female,native,36-45,slightly,AHGB4ON0L0ST4,female,native,18-25,1,5,,,,,,,,,,,,,,,,,,,,,,
32SCWG5HII03V23UJJIO4JX96826PI,"If I was petty, I'd tell you to break up with him first lol. You should probably just talk to him.",A33M7EZ72P8TWF,male,native,26-35,moderately,AHGB4ON0L0ST4,female,native,18-25,1,5,,,,,,,,,,,,,,,,,,,,,,
3300DTYQT3DS8TXOPEGBGCFWS3LQEP,What happened?,A2S96ZZ70YFPSK,female,native,36-45,none,A1WADWQP0WWGMS,female,native,26-35,1,5,,,,,,,,,,,,,,,,,,,,,,
3300DTYQT3DS8TXOPEGBGCFWS3LQEP,What happened?,A20O44S26VN11P,female,native,18-25,slightly,A1WADWQP0WWGMS,female,native,26-35,1,5,,,,,,,,,,,,,,,,,,,,,,
3300DTYQT3DS8TXOPEGBGCFWS3LQEP,What happened?,AWYAVVEVO3O6M,male,profession,18-25,moderately,A1WADWQP0WWGMS,female,native,26-35,1,5,,,,,,,,,,,,,,,,,,,,,,
3FTOP5WARGKCVGEHMHXNYM16K2Q0JJ,If I were you I'd just go ahead and break up with him now. He clearly wants out so there's no point in staying together.,A3MYTEE8WSEQ2Z,male,native,18-25,extremely,A2LL81ERU0Y7E6,male,native,36-45,1,5,,,,,,,,,,,,,,,,,,,,,,
3FTOP5WARGKCVGEHMHXNYM16K2Q0JJ,If I were you I'd just go ahead and break up with him now. He clearly wants out so there's no point in staying together.,A1Z37HK53J8S87,female,native,18-25,none,A2LL81ERU0Y7E6,male,native,36-45,1,5,,,,,,,,,,,,,,,,,,,,,,
3FTOP5WARGKCVGEHMHXNYM16K2Q0JJ,If I were you I'd just go ahead and break up with him now. He clearly wants out so there's no point in staying together.,APRBKGIRNIXRW,male,native,26-35,moderately,A2LL81ERU0Y7E6,male,native,36-45,1,5,,,,,,,,,,,,,,,,,,,,,,
3I0BTBYZAYH2Q59G8HYQ89GUXBWY0I,Teri Don't get angry. Try to think positively and there are chances that you can have a chance to compromise with Dave. Good Luck!,A35DZ5AAKNOKQ8,female,native,26-35,slightly,AQ4PB1PVI9U7V,male,native,36-45,1,5,,,,,,,,,,,,,,,,,,,,,,
3I0BTBYZAYH2Q59G8HYQ89GUXBWY0I,Teri Don't get angry. Try to think positively and there are chances that you can have a chance to compromise with Dave. Good Luck!,APRBKGIRNIXRW,male,native,26-35,moderately,AQ4PB1PVI9U7V,male,native,36-45,1,5,,,,,,,,,,,,,,,,,,,,,,
3I0BTBYZAYH2Q59G8HYQ89GUXBWY0I,Teri Don't get angry. Try to think positively and there are chances that you can have a chance to compromise with Dave. Good Luck!,A1H4GJFI4NJWKV,female,native,36-45,very,AQ4PB1PVI9U7V,male,native,36-45,1,5,,,,,,,,,,,,,,,,,,,,,,
3IFS6Q0HJJFG1EEND1V7WRSP2HDIS9,Are you sure about your source? Maybe someone is trying to break you up and it's false??,AIBX0FFXVGV3G,male,profession,18-25,slightly,A2AMUB6C6LF054,female,native,56-65,1,5,,,,,,,,,,,,,,,,,,,,,,
3IFS6Q0HJJFG1EEND1V7WRSP2HDIS9,Are you sure about your source? Maybe someone is trying to break you up and it's false??,APRBKGIRNIXRW,male,native,26-35,none,A2AMUB6C6LF054,female,native,56-65,1,5,,,,,,,,,,,,,,,,,,,,,,
3IFS6Q0HJJFG1EEND1V7WRSP2HDIS9,Are you sure about your source? Maybe someone is trying to break you up and it's false??,A110KENBXU7SUJ,male,native,46-55,none,A2AMUB6C6LF054,female,native,56-65,1,5,,,,,,,,,,,,,,,,,,,,,,
3TXMY6UCAFKDBVDATNAGQOFT7QBQCX,I want to know what made him to decide to do it on Valentine's day!,APRBKGIRNIXRW,male,native,26-35,slightly,ASBTT5QU0CX2Z,male,native,18-25,1,5,,,,,,,,,,,,,,,,,,,,,,
3TXMY6UCAFKDBVDATNAGQOFT7QBQCX,I want to know what made him to decide to do it on Valentine's day!,A110KENBXU7SUJ,male,native,46-55,moderately,ASBTT5QU0CX2Z,male,native,18-25,1,5,,,,,,,,,,,,,,,,,,,,,,
3TXMY6UCAFKDBVDATNAGQOFT7QBQCX,I want to know what made him to decide to do it on Valentine's day!,A14M2EERU7E8KD,female,native,26-35,slightly,ASBTT5QU0CX2Z,male,native,18-25,1,5,,,,,,,,,,,,,,,,,,,,,,
3TYCR1GOTDFFSR87TWMSK0HK63DZLL,I'm always here if you need to vent. But dont do anything crazy. Talk with him?,A3135Y3RMFC3PK,female,native,46-55,moderately,A2SUNVHLEHE487,male,native,26-35,1,5,,,,,,,,,,,,,,,,,,,,,,
3TYCR1GOTDFFSR87TWMSK0HK63DZLL,I'm always here if you need to vent. But dont do anything crazy. Talk with him?,A33M7EZ72P8TWF,male,native,26-35,extremely,A2SUNVHLEHE487,male,native,26-35,1,5,,,,,,,,,,,,,,,,,,,,,,
3TYCR1GOTDFFSR87TWMSK0HK63DZLL,I'm always here if you need to vent. But dont do anything crazy. Talk with him?,ACKPIJEXGOL72,male,none,18-25,very,A2SUNVHLEHE487,male,native,26-35,1,5,,,,,,,,,,,,,,,,,,,,,,
3V0Z7YWSIZWSILHPITFKKY5FCR6V2G,"What a jerk, maybe you should just beat him to it and break up with him first!",A3U761PEG7MFKT,female,native,36-45,none,ASW9MABLSXSPK,female,native,36-45,1,5,,,,,,,,,,,,,,,,,,,,,,
3V0Z7YWSIZWSILHPITFKKY5FCR6V2G,"What a jerk, maybe you should just beat him to it and break up with him first!",A3TWIUN2YTYNML,female,native,36-45,extremely,ASW9MABLSXSPK,female,native,36-45,1,5,,,,,,,,,,,,,,,,,,,,,,
3V0Z7YWSIZWSILHPITFKKY5FCR6V2G,"What a jerk, maybe you should just beat him to it and break up with him first!",A32V5DY9IYAM4R,female,native,36-45,moderately,ASW9MABLSXSPK,female,native,36-45,1,5,,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TNV1LR,"That is horrible, I think you should talk to him about it and end it with him yourself, how did you find out?",A14M2EERU7E8KD,female,native,26-35,very,A3PTFE5MJV5DU1,female,native,26-35,1,5,,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TNV1LR,"That is horrible, I think you should talk to him about it and end it with him yourself, how did you find out?",A3MYTEE8WSEQ2Z,male,native,18-25,very,A3PTFE5MJV5DU1,female,native,26-35,1,5,,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TNV1LR,"That is horrible, I think you should talk to him about it and end it with him yourself, how did you find out?",A1JALA705LS4VZ,male,native,26-35,moderately,A3PTFE5MJV5DU1,female,native,26-35,1,5,,,,,,,,,,,,,,,,,,,,,,
3ZGVPD4G6UD3B4GC25OJ6RR10C9TZK,Break up with him first and get the upper hand.,APRBKGIRNIXRW,male,native,26-35,slightly,A25OEXAPBQ2LTA,male,native,56-65,1,5,,,,,,,,,,,,,,,,,,,,,,
3ZGVPD4G6UD3B4GC25OJ6RR10C9TZK,Break up with him first and get the upper hand.,AY9S6HCHZ8F1Y,male,native,26-35,none,A25OEXAPBQ2LTA,male,native,56-65,1,5,,,,,,,,,,,,,,,,,,,,,,
3ZGVPD4G6UD3B4GC25OJ6RR10C9TZK,Break up with him first and get the upper hand.,A33M7EZ72P8TWF,male,native,26-35,very,A25OEXAPBQ2LTA,male,native,56-65,1,5,,,,,,,,,,,,,,,,,,,,,,
3AMW0RGHOEYB2N9MI0456UJV1UCPNO,You are forgiven...I could never give up coffee.,A2S96ZZ70YFPSK,female,native,36-45,very,A1B3AF0POL9K3L,male,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3AMW0RGHOEYB2N9MI0456UJV1UCPNO,You are forgiven...I could never give up coffee.,A24DSECWUBZC0Z,male,native,36-45,very,A1B3AF0POL9K3L,male,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3AMW0RGHOEYB2N9MI0456UJV1UCPNO,You are forgiven...I could never give up coffee.,A2Z3I9XW0SHBPY,male,native,46-55,very,A1B3AF0POL9K3L,male,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3EFE17QCRD1G5J337JDMWFRA20KHST,It's ok.  I know how hard diets can be.,A1NLJ1L4VCQYV2,male,native,26-35,very,A8UJNIY9R8S7W,male,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3EFE17QCRD1G5J337JDMWFRA20KHST,It's ok.  I know how hard diets can be.,A2A0M30DSA7ZN,female,native,26-35,very,A8UJNIY9R8S7W,male,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3EFE17QCRD1G5J337JDMWFRA20KHST,It's ok.  I know how hard diets can be.,A3GLMBZSG3VU4P,female,native,18-25,extremely,A8UJNIY9R8S7W,male,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3HHRAGRYX918SLTR2Q8LZTJLMYAO9E,"Sorry, I didn't mean to pry",A2CK0OXMPOR9LE,male,native,26-35,moderately,A9SZHZ6B4IMI1,male,native,36-45,0,6,,,,,,,,,,,,,,,,,,,,,,
3HHRAGRYX918SLTR2Q8LZTJLMYAO9E,"Sorry, I didn't mean to pry",A3MYTEE8WSEQ2Z,male,native,18-25,very,A9SZHZ6B4IMI1,male,native,36-45,0,6,,,,,,,,,,,,,,,,,,,,,,
3HHRAGRYX918SLTR2Q8LZTJLMYAO9E,"Sorry, I didn't mean to pry",A3GLMBZSG3VU4P,female,native,18-25,moderately,A9SZHZ6B4IMI1,male,native,36-45,0,6,,,,,,,,,,,,,,,,,,,,,,
3L6L49WXW1TLN5HXGGGV9F8EJBN54Q,"You're forgiven, we all do it sometimes.",A3U761PEG7MFKT,female,native,36-45,extremely,A2G4PA35IX5RIA,male,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3L6L49WXW1TLN5HXGGGV9F8EJBN54Q,"You're forgiven, we all do it sometimes.",A1JEMN51X76N2O,female,native,46-55,extremely,A2G4PA35IX5RIA,male,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3L6L49WXW1TLN5HXGGGV9F8EJBN54Q,"You're forgiven, we all do it sometimes.",A1H4GJFI4NJWKV,female,native,36-45,slightly,A2G4PA35IX5RIA,male,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3L6L49WXW1TLN5HXGGGV9F8EJFI45S,"Only Jesus can forgive your sins, my child.",A30V8858N0WEW,male,native,36-45,none,A24LN4SVIBKALS,male,native,18-25,0,6,,,,,,,,,,,,,,,,,,,,,,
3L6L49WXW1TLN5HXGGGV9F8EJFI45S,"Only Jesus can forgive your sins, my child.",A3U761PEG7MFKT,female,native,36-45,none,A24LN4SVIBKALS,male,native,18-25,0,6,,,,,,,,,,,,,,,,,,,,,,
3L6L49WXW1TLN5HXGGGV9F8EJFI45S,"Only Jesus can forgive your sins, my child.",APRBKGIRNIXRW,male,native,26-35,none,A24LN4SVIBKALS,male,native,18-25,0,6,,,,,,,,,,,,,,,,,,,,,,
3MX2NQ3YCAQCL7570RI06Q5CC8HX5Q,Just meant that is probably why I didn't recognize you. Not a sin in my eyes. Forgiven:),A1H4GJFI4NJWKV,female,native,36-45,slightly,A23OWTM4N480J,female,native,46-55,0,6,,,,,,,,,,,,,,,,,,,,,,
3MX2NQ3YCAQCL7570RI06Q5CC8HX5Q,Just meant that is probably why I didn't recognize you. Not a sin in my eyes. Forgiven:),AK467M5VTG7N4,male,native,26-35,extremely,A23OWTM4N480J,female,native,46-55,0,6,,,,,,,,,,,,,,,,,,,,,,
3MX2NQ3YCAQCL7570RI06Q5CC8HX5Q,Just meant that is probably why I didn't recognize you. Not a sin in my eyes. Forgiven:),A2KCYHT0N7EMCT,female,native,26-35,extremely,A23OWTM4N480J,female,native,46-55,0,6,,,,,,,,,,,,,,,,,,,,,,
3PJ71Z61R5YNWTMQWOAANX6DTRR91B,Haha. I know I couldn't give up coffee.   We should meet up for a coffee date soon.,AYXXCTW7FHTVQ,female,native,46-55,slightly,A3NWLST0DW1QS,female,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3PJ71Z61R5YNWTMQWOAANX6DTRR91B,Haha. I know I couldn't give up coffee.   We should meet up for a coffee date soon.,A2A0M30DSA7ZN,female,native,26-35,moderately,A3NWLST0DW1QS,female,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3PJ71Z61R5YNWTMQWOAANX6DTRR91B,Haha. I know I couldn't give up coffee.   We should meet up for a coffee date soon.,A3MYTEE8WSEQ2Z,male,native,18-25,slightly,A3NWLST0DW1QS,female,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3RXPCZQMQQ72B39YAUGKFES0X0S1GS,I don't blame you. I couldn't give it up either if I wanted to!,A11T4227GSO6EP,male,profession,26-35,very,A1ZT30BGR3266K,female,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3RXPCZQMQQ72B39YAUGKFES0X0S1GS,I don't blame you. I couldn't give it up either if I wanted to!,A1H4GJFI4NJWKV,female,native,36-45,slightly,A1ZT30BGR3266K,female,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3RXPCZQMQQ72B39YAUGKFES0X0S1GS,I don't blame you. I couldn't give it up either if I wanted to!,APRBKGIRNIXRW,male,native,26-35,slightly,A1ZT30BGR3266K,female,native,26-35,0,6,,,,,,,,,,,,,,,,,,,,,,
3WOKGM4L72CQWR5E2UPS6IISJUK0OI,"Okay, well, next time coffees on me",A2A0M30DSA7ZN,female,native,26-35,very,AN4B03UMF1N0F,female,native,36-45,0,6,,,,,,,,,,,,,,,,,,,,,,
3WOKGM4L72CQWR5E2UPS6IISJUK0OI,"Okay, well, next time coffees on me",AY9S6HCHZ8F1Y,male,native,26-35,slightly,AN4B03UMF1N0F,female,native,36-45,0,6,,,,,,,,,,,,,,,,,,,,,,
3WOKGM4L72CQWR5E2UPS6IISJUK0OI,"Okay, well, next time coffees on me",APRBKGIRNIXRW,male,native,26-35,slightly,AN4B03UMF1N0F,female,native,36-45,0,6,,,,,,,,,,,,,,,,,,,,,,
3YGXWBAF71D6MQQCVQ33NLEOBV44CY,To each his own man.  No judgement here.,A14M2EERU7E8KD,female,native,26-35,slightly,AGTXGPO34LITF,male,profession,36-45,0,6,,,,,,,,,,,,,,,,,,,,,,
3YGXWBAF71D6MQQCVQ33NLEOBV44CY,To each his own man.  No judgement here.,A33M7EZ72P8TWF,male,native,26-35,none,AGTXGPO34LITF,male,profession,36-45,0,6,,,,,,,,,,,,,,,,,,,,,,
3YGXWBAF71D6MQQCVQ33NLEOBV44CY,To each his own man.  No judgement here.,AQ5RV9HW7U6ID,male,native,18-25,slightly,AGTXGPO34LITF,male,profession,36-45,0,6,,,,,,,,,,,,,,,,,,,,,,
31EUONYN2WZ6PS6U5RDHRB8IDXAVOW,It is OK. Let's meet together and have a cup of coffee talking to each other.,A2SKVQA1LQCH0M,female,profession,26-35,moderately,A19HCBT1EH8484,male,native,18-25,1,6,,,,,,,,,,,,,,,,,,,,,,
31EUONYN2WZ6PS6U5RDHRB8IDXAVOW,It is OK. Let's meet together and have a cup of coffee talking to each other.,A3U761PEG7MFKT,female,native,36-45,slightly,A19HCBT1EH8484,male,native,18-25,1,6,,,,,,,,,,,,,,,,,,,,,,
31EUONYN2WZ6PS6U5RDHRB8IDXAVOW,It is OK. Let's meet together and have a cup of coffee talking to each other.,A7KLTVEIASF4J,male,native,26-35,moderately,A19HCBT1EH8484,male,native,18-25,1,6,,,,,,,,,,,,,,,,,,,,,,
333U7HK6IAB6U0FBYTLIDTLPEXWJD4,your sins are forgiven jess. lol,A3TWIUN2YTYNML,female,native,36-45,extremely,A237SO0Y2E3XFT,female,native,26-35,1,6,,,,,,,,,,,,,,,,,,,,,,
333U7HK6IAB6U0FBYTLIDTLPEXWJD4,your sins are forgiven jess. lol,A8E99XNOTT390,female,native,36-45,very,A237SO0Y2E3XFT,female,native,26-35,1,6,,,,,,,,,,,,,,,,,,,,,,
333U7HK6IAB6U0FBYTLIDTLPEXWJD4,your sins are forgiven jess. lol,A3MYTEE8WSEQ2Z,male,native,18-25,very,A237SO0Y2E3XFT,female,native,26-35,1,6,,,,,,,,,,,,,,,,,,,,,,
3EICBYG645SWP89XYXQ7TN37TWNJC5,"No, I gave up on my diet and needed a cup of coffee.  Didn't think one would bother me to much.",A3MYTEE8WSEQ2Z,male,native,18-25,slightly,A154B3Q5DTHN7,male,native,66-75,1,6,,,,,,,,,,,,,,,,,,,,,,
3EICBYG645SWP89XYXQ7TN37TWNJC5,"No, I gave up on my diet and needed a cup of coffee.  Didn't think one would bother me to much.",A2Z3I9XW0SHBPY,male,native,46-55,very,A154B3Q5DTHN7,male,native,66-75,1,6,,,,,,,,,,,,,,,,,,,,,,
3EICBYG645SWP89XYXQ7TN37TWNJC5,"No, I gave up on my diet and needed a cup of coffee.  Didn't think one would bother me to much.",A2A0M30DSA7ZN,female,native,26-35,slightly,A154B3Q5DTHN7,male,native,66-75,1,6,,,,,,,,,,,,,,,,,,,,,,
