Input.TaskType,Input.Condition,Input.TreatmentType,Input.ConversationId,Input.ResponseId,Input.Response,Answer.age,Answer.comment,Answer.empathy,Answer.fakeinput,Answer.gender,Answer.literacy,Approve,Reject
1,0.9,0,12,3WYGZ5XF3XB7794BD4GJ9772URISKM,"Yeah, I am fine. just not in the mood.",18-25,{},moderately,{},male,native,,
1,0.9,0,12,3WYGZ5XF3XB7794BD4GJ9772URISKM,"Yeah, I am fine. just not in the mood.",36-45,{},moderately,{},female,native,,
1,0.9,0,12,3WYGZ5XF3XB7794BD4GJ9772URISKM,"Yeah, I am fine. just not in the mood.",18-25,{},slightly,{},male,native,,
1,0.6,1,5,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,"Confront him first, he can not get away with that",26-35,{},moderately,{},male,native,,
1,0.6,1,5,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,"Confront him first, he can not get away with that",18-25,{},moderately,{},male,native,,
1,0.6,1,5,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,"Confront him first, he can not get away with that",26-35,{},moderately,{},male,profession,,
1,0.7,0,2,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,It's not a big deal,26-35,{},slightly,{},male,native,,
1,0.7,0,2,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,It's not a big deal,26-35,{},slightly,{},male,profession,,
1,0.7,0,2,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,It's not a big deal,26-35,{},moderately,{},male,profession,,
1,0.9,0,13,3WYGZ5XF3XB7794BD4GJ9772URISKM,"Yeah, I know. What can we do?",18-25,{},moderately,{},male,profession,,
1,0.9,0,13,3WYGZ5XF3XB7794BD4GJ9772URISKM,"Yeah, I know. What can we do?",56-65,{},moderately,{},female,native,,
1,0.9,0,13,3WYGZ5XF3XB7794BD4GJ9772URISKM,"Yeah, I know. What can we do?",26-35,{},slightly,{},female,native,,
1,0.6,1,6,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,"geez, calm down",26-35,{},none,{},male,profession,,
1,0.6,1,6,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,"geez, calm down",18-25,{},none,{},male,native,,
1,0.6,1,6,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,"geez, calm down",26-35,{},very,{},male,profession,,
1,0.7,1,3,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,That seems tough,26-35,{},slightly,{},male,profession,,
1,0.7,1,3,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,That seems tough,26-35,VERY EASY,very,{},male,native,,
1,0.7,1,3,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,That seems tough,26-35,{},slightly,{},male,native,,
1,0.9,0,14,3WYGZ5XF3XB7794BD4GJ9772URISKM,"All right, will call at 2pm",26-35,{},moderately,{},male,profession,,
1,0.9,0,14,3WYGZ5XF3XB7794BD4GJ9772URISKM,"All right, will call at 2pm",26-35,{},very,{},male,native,,
1,0.9,0,14,3WYGZ5XF3XB7794BD4GJ9772URISKM,"All right, will call at 2pm",26-35,VERY EASY,moderately,{},male,native,,
1,0.7,1,4,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,"I didn't, no idea who did",26-35,thanks,slightly,{},male,native,,
1,0.7,1,4,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,"I didn't, no idea who did",26-35,{},moderately,{},male,profession,,
1,0.7,1,4,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,"I didn't, no idea who did",26-35,{},none,{},male,profession,,
1,0.6,1,7,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I am so sorry.,26-35,{},moderately,{},male,profession,,
1,0.6,1,7,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I am so sorry.,18-25,{},very,{},female,native,,
1,0.6,1,7,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I am so sorry.,18-25,{},moderately,{},male,native,,
1,0.7,1,5,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,You should break up with him,18-25,{},none,{},male,native,,
1,0.7,1,5,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,You should break up with him,26-35,{},slightly,{},male,profession,,
1,0.7,1,5,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,You should break up with him,26-35,{},very,{},male,profession,,
1,0.6,0,8,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,guess i won't be on my way.,18-25,{},none,{},male,native,,
1,0.6,0,8,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,guess i won't be on my way.,26-35,{},none,{},male,native,,
1,0.6,0,8,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,guess i won't be on my way.,18-25,{},slightly,{},male,native,,
1,0.9,1,15,3WYGZ5XF3XB7794BD4GJ9772URISKM,That's bad. anything I can do to help?,46-55,no,extremely,{},female,native,,
1,0.9,1,15,3WYGZ5XF3XB7794BD4GJ9772URISKM,That's bad. anything I can do to help?,26-35,{},moderately,{},male,profession,,
1,0.9,1,15,3WYGZ5XF3XB7794BD4GJ9772URISKM,That's bad. anything I can do to help?,18-25,{},very,{},female,native,,
1,0.6,0,9,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,What can i help you with?,26-35,{},moderately,{},male,profession,,
1,0.6,0,9,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,What can i help you with?,26-35,{},moderately,{},male,native,,
1,0.6,0,9,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,What can i help you with?,36-45,{},slightly,{},male,native,,
1,0.7,1,6,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Haha it's alright,26-35,{},moderately,{},male,profession,,
1,0.7,1,6,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Haha it's alright,26-35,{},very,{},male,profession,,
1,0.7,1,6,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Haha it's alright,26-35,{},slightly,{},male,native,,
1,0.6,1,1,39JEC7537VX5G39RFM4QWBE1OM3VCH,why?,26-35,{},moderately,{},male,profession,,
1,0.6,1,1,39JEC7537VX5G39RFM4QWBE1OM3VCH,why?,26-35,{},none,{},male,profession,,
1,0.6,1,1,39JEC7537VX5G39RFM4QWBE1OM3VCH,why?,26-35,{},slightly,{},female,native,,
1,0.6,0,2,39JEC7537VX5G39RFM4QWBE1OM3VCH,Sorry about that!,56-65,{},moderately,{},female,native,,
1,0.6,0,2,39JEC7537VX5G39RFM4QWBE1OM3VCH,Sorry about that!,26-35,{},slightly,{},male,native,,
1,0.6,0,2,39JEC7537VX5G39RFM4QWBE1OM3VCH,Sorry about that!,26-35,{},moderately,{},male,profession,,
1,0.6,1,10,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I hate when that happens,26-35,{},slightly,{},male,native,,
1,0.6,1,10,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I hate when that happens,26-35,{},slightly,{},male,native,,
1,0.6,1,10,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I hate when that happens,18-25,{},none,{},male,profession,,
1,0.7,1,7,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,I'm so sorry to hear that,26-35,{},moderately,{},male,profession,,
1,0.7,1,7,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,I'm so sorry to hear that,26-35,{},very,{},male,profession,,
1,0.7,1,7,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,I'm so sorry to hear that,26-35,{},extremely,{},male,profession,,
1,0.6,1,3,39JEC7537VX5G39RFM4QWBE1OM3VCH,oh yea,26-35,{},none,{},male,native,,
1,0.6,1,3,39JEC7537VX5G39RFM4QWBE1OM3VCH,oh yea,18-25,{},none,{},male,native,,
1,0.6,1,3,39JEC7537VX5G39RFM4QWBE1OM3VCH,oh yea,56-65,{},slightly,{},female,native,,
1,0.7,0,8,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,That's not an answer,26-35,{},none,{},male,native,,
1,0.7,0,8,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,That's not an answer,26-35,{},moderately,{},male,profession,,
1,0.7,0,8,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,That's not an answer,36-45,{},none,{},male,native,,
1,0.6,0,4,39JEC7537VX5G39RFM4QWBE1OM3VCH,wonder who told her,56-65,{},moderately,{},female,native,,
1,0.6,0,4,39JEC7537VX5G39RFM4QWBE1OM3VCH,wonder who told her,26-35,{},moderately,{},female,native,,
1,0.6,0,4,39JEC7537VX5G39RFM4QWBE1OM3VCH,wonder who told her,18-25,{},none,{},male,native,,
1,0.6,1,11,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,Hahah wait and see what happens,26-35,{},moderately,{},male,profession,,
1,0.6,1,11,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,Hahah wait and see what happens,26-35,{},slightly,{},male,native,,
1,0.6,1,11,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,Hahah wait and see what happens,18-25,{},none,{},male,profession,,
1,0.6,1,12,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I just haven't been feeling myself.,26-35,{},very,{},female,profession,,
1,0.6,1,12,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I just haven't been feeling myself.,18-25,{},moderately,{},male,native,,
1,0.6,1,12,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I just haven't been feeling myself.,46-55,{},very,{},male,native,,
1,0.7,0,9,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,"Sure, what's going on?",36-45,{},moderately,{},female,profession,,
1,0.7,0,9,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,"Sure, what's going on?",26-35,{},moderately,{},male,profession,,
1,0.7,0,9,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,"Sure, what's going on?",26-35,{},moderately,{},male,native,,
1,0.6,1,5,39JEC7537VX5G39RFM4QWBE1OM3VCH,dang that sucks,18-25,{},slightly,{},male,native,,
1,0.6,1,5,39JEC7537VX5G39RFM4QWBE1OM3VCH,dang that sucks,26-35,{},moderately,{},female,native,,
1,0.6,1,5,39JEC7537VX5G39RFM4QWBE1OM3VCH,dang that sucks,26-35,{},slightly,{},male,profession,,
1,0.7,1,10,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Like in the movies? that's funny,18-25,{},slightly,{},male,native,,
1,0.7,1,10,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Like in the movies? that's funny,18-25,{},none,{},male,native,,
1,0.7,1,10,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Like in the movies? that's funny,26-35,{},none,{},male,native,,
1,0.6,1,13,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,"yeah, guess we have to figure it out",26-35,{},moderately,{},male,profession,,
1,0.6,1,13,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,"yeah, guess we have to figure it out",66-75,{},slightly,{},male,native,,
1,0.6,1,13,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,"yeah, guess we have to figure it out",36-45,{},slightly,{},male,native,,
1,0.6,1,6,39JEC7537VX5G39RFM4QWBE1OM3VCH,lol what,26-35,{},moderately,{},male,profession,,
1,0.6,1,6,39JEC7537VX5G39RFM4QWBE1OM3VCH,lol what,26-35,{},none,{},male,native,,
1,0.6,1,6,39JEC7537VX5G39RFM4QWBE1OM3VCH,lol what,26-35,{},moderately,{},male,native,,
1,0.7,1,11,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,They won't.. I hope,18-25,{},slightly,{},male,profession,,
1,0.7,1,11,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,They won't.. I hope,26-35,NONE,slightly,{},male,profession,,
1,0.7,1,11,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,They won't.. I hope,36-45,{},none,{},male,native,,
1,0.6,1,7,39JEC7537VX5G39RFM4QWBE1OM3VCH,lucky you,26-35,{},very,{},male,profession,,
1,0.6,1,7,39JEC7537VX5G39RFM4QWBE1OM3VCH,lucky you,26-35,{},none,{},male,native,,
1,0.6,1,7,39JEC7537VX5G39RFM4QWBE1OM3VCH,lucky you,36-45,{},none,{},female,native,,
1,0.6,0,14,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I will wait for your call,18-25,{},very,{},male,native,,
1,0.6,0,14,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I will wait for your call,26-35,{},moderately,{},male,native,,
1,0.6,0,14,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,I will wait for your call,36-45,{},moderately,{},male,native,,
1,0.7,1,12,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Maybe we can talk later,18-25,{},very,{},male,profession,,
1,0.7,1,12,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Maybe we can talk later,18-25,{},moderately,{},male,native,,
1,0.7,1,12,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Maybe we can talk later,36-45,{},moderately,{},male,native,,
1,0.6,0,8,39JEC7537VX5G39RFM4QWBE1OM3VCH,prob the bus,26-35,{},moderately,{},male,profession,,
1,0.6,0,8,39JEC7537VX5G39RFM4QWBE1OM3VCH,prob the bus,26-35,{},moderately,{},male,profession,,
1,0.6,0,8,39JEC7537VX5G39RFM4QWBE1OM3VCH,prob the bus,56-65,{},slightly,{},female,native,,
1,0.7,0,13,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Got any idea?,18-25,{},moderately,{},male,native,,
1,0.7,0,13,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Got any idea?,26-35,{},very,{},male,native,,
1,0.7,0,13,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,Got any idea?,26-35,{},slightly,{},male,native,,
1,0.6,0,9,39JEC7537VX5G39RFM4QWBE1OM3VCH,whats wrong?,36-45,{},slightly,{},male,native,,
1,0.6,0,9,39JEC7537VX5G39RFM4QWBE1OM3VCH,whats wrong?,26-35,{},very,{},male,profession,,
1,0.6,0,9,39JEC7537VX5G39RFM4QWBE1OM3VCH,whats wrong?,26-35,{},slightly,{},male,native,,
1,0.6,1,10,39JEC7537VX5G39RFM4QWBE1OM3VCH,dang thats bad,26-35,{},very,{},male,native,,
1,0.6,1,10,39JEC7537VX5G39RFM4QWBE1OM3VCH,dang thats bad,26-35,{},moderately,{},male,profession,,
1,0.6,1,10,39JEC7537VX5G39RFM4QWBE1OM3VCH,dang thats bad,18-25,{},slightly,{},male,native,,
1,0.6,1,15,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,thats great,26-35,{},very,{},female,native,,
1,0.6,1,15,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,thats great,26-35,{},slightly,{},male,profession,,
1,0.6,1,15,3Y4W8Q93L0GFLVF5FIZ1GHWJ9MFVDH,thats great,26-35,{},very,{},male,profession,,
1,0.7,0,14,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,I'll call you then,26-35,{},slightly,{},male,profession,,
1,0.7,0,14,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,I'll call you then,26-35,{},moderately,{},male,profession,,
1,0.7,0,14,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,I'll call you then,26-35,{},slightly,{},female,native,,
1,0.7,1,1,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Okay thats okay i will see you soon !,26-35,{},very,{},male,profession,,
1,0.7,1,1,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Okay thats okay i will see you soon !,18-25,{},none,{},male,native,,
1,0.7,1,1,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Okay thats okay i will see you soon !,26-35,{},very,{},male,profession,,
1,0.6,1,11,39JEC7537VX5G39RFM4QWBE1OM3VCH,relax man,18-25,{},none,{},male,native,,
1,0.6,1,11,39JEC7537VX5G39RFM4QWBE1OM3VCH,relax man,26-35,{},none,{},male,native,,
1,0.6,1,11,39JEC7537VX5G39RFM4QWBE1OM3VCH,relax man,26-35,{},moderately,{},male,profession,,
1,0.6,1,12,39JEC7537VX5G39RFM4QWBE1OM3VCH,yes im okay,26-35,{},very,{},male,native,,
1,0.6,1,12,39JEC7537VX5G39RFM4QWBE1OM3VCH,yes im okay,26-35,{},none,{},male,profession,,
1,0.6,1,12,39JEC7537VX5G39RFM4QWBE1OM3VCH,yes im okay,36-45,{},moderately,{},male,profession,,
1,0.7,1,15,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,"That's good, I hope you find it tho",36-45,{},moderately,{},female,native,,
1,0.7,1,15,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,"That's good, I hope you find it tho",36-45,{},very,{},male,native,,
1,0.7,1,15,3SKEMFQBZ41POPP2Z6AESG71IXC8K3,"That's good, I hope you find it tho",26-35,{},moderately,{},male,native,,
1,0.6,1,13,39JEC7537VX5G39RFM4QWBE1OM3VCH,why is that?,26-35,{},slightly,{},male,profession,,
1,0.6,1,13,39JEC7537VX5G39RFM4QWBE1OM3VCH,why is that?,26-35,{},slightly,{},male,native,,
1,0.6,1,13,39JEC7537VX5G39RFM4QWBE1OM3VCH,why is that?,26-35,{},moderately,{},female,native,,
1,0.7,0,2,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Im sorry i promise i will take it out more often,26-35,{},extremely,{},female,native,,
1,0.7,0,2,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Im sorry i promise i will take it out more often,26-35,{},very,{},male,native,,
1,0.7,0,2,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Im sorry i promise i will take it out more often,18-25,{},moderately,{},male,profession,,
1,0.8,1,1,336KAV9KYRO9MFCUN424RX99UCT2YP,So I should just come home?...,26-35,{},slightly,{},male,profession,,
1,0.8,1,1,336KAV9KYRO9MFCUN424RX99UCT2YP,So I should just come home?...,26-35,{},moderately,{},male,profession,,
1,0.8,1,1,336KAV9KYRO9MFCUN424RX99UCT2YP,So I should just come home?...,26-35,{},slightly,{},male,native,,
1,0.7,1,3,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,I think you should really start looking for a new job,26-35,{},very,{},male,profession,,
1,0.7,1,3,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,I think you should really start looking for a new job,26-35,{},moderately,{},male,native,,
1,0.7,1,3,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,I think you should really start looking for a new job,26-35,{},slightly,{},female,native,,
1,0.8,1,2,336KAV9KYRO9MFCUN424RX99UCT2YP,I'm so sorry Mom. I'll be sure to take it out next time,26-35,{},very,{},female,native,,
1,0.8,1,2,336KAV9KYRO9MFCUN424RX99UCT2YP,I'm so sorry Mom. I'll be sure to take it out next time,18-25,{},extremely,{},male,native,,
1,0.8,1,2,336KAV9KYRO9MFCUN424RX99UCT2YP,I'm so sorry Mom. I'll be sure to take it out next time,26-35,{},very,{},male,native,,
1,0.7,1,4,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,I did not tell her im sorry she found out,26-35,{},none,{},male,profession,,
1,0.7,1,4,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,I did not tell her im sorry she found out,18-25,{},moderately,{},male,native,,
1,0.7,1,4,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,I did not tell her im sorry she found out,26-35,{},very,{},male,native,,
1,0.6,0,14,39JEC7537VX5G39RFM4QWBE1OM3VCH,thank you!,36-45,{},none,{},male,native,,
1,0.6,0,14,39JEC7537VX5G39RFM4QWBE1OM3VCH,thank you!,26-35,{},moderately,{},male,native,,
1,0.6,0,14,39JEC7537VX5G39RFM4QWBE1OM3VCH,thank you!,26-35,{},extremely,{},female,native,,
1,0.7,1,5,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,I think you should wait it out maybe he wont break up with you,18-25,{},extremely,{},male,native,,
1,0.7,1,5,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,I think you should wait it out maybe he wont break up with you,26-35,{},very,{},female,native,,
1,0.7,1,5,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,I think you should wait it out maybe he wont break up with you,26-35,{},slightly,{},male,native,,
1,0.8,1,3,336KAV9KYRO9MFCUN424RX99UCT2YP,Want to grab a drink after your shift to chill out?,18-25,{},very,{},male,native,,
1,0.8,1,3,336KAV9KYRO9MFCUN424RX99UCT2YP,Want to grab a drink after your shift to chill out?,26-35,{},very,{},male,profession,,
1,0.8,1,3,336KAV9KYRO9MFCUN424RX99UCT2YP,Want to grab a drink after your shift to chill out?,18-25,{},very,{},male,profession,,
1,0.7,1,6,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Its okay just keep trying you will give it up soon !,26-35,{},moderately,{},male,profession,,
1,0.7,1,6,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Its okay just keep trying you will give it up soon !,26-35,{},very,{},female,native,,
1,0.7,1,6,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Its okay just keep trying you will give it up soon !,26-35,{},very,{},male,native,,
1,0.6,1,15,39JEC7537VX5G39RFM4QWBE1OM3VCH,good idea,26-35,VERY EASY,very,{},male,native,,
1,0.6,1,15,39JEC7537VX5G39RFM4QWBE1OM3VCH,good idea,26-35,{},moderately,{},male,native,,
1,0.6,1,15,39JEC7537VX5G39RFM4QWBE1OM3VCH,good idea,26-35,{},very,{},male,profession,,
1,0.8,1,4,336KAV9KYRO9MFCUN424RX99UCT2YP,Dude it wasn't me... I hope she gets over it quickly,26-35,{},very,{},female,native,,
1,0.8,1,4,336KAV9KYRO9MFCUN424RX99UCT2YP,Dude it wasn't me... I hope she gets over it quickly,18-25,{},slightly,{},male,native,,
1,0.8,1,4,336KAV9KYRO9MFCUN424RX99UCT2YP,Dude it wasn't me... I hope she gets over it quickly,26-35,{},slightly,{},male,profession,,
1,0.7,1,1,3EWIJTFFVP34K0SP8GMW16OEF240EO,My word.  Can you break away at some point and meet up with us?,26-35,{},extremely,{},female,native,,
1,0.7,1,1,3EWIJTFFVP34K0SP8GMW16OEF240EO,My word.  Can you break away at some point and meet up with us?,18-25,{},moderately,{},male,profession,,
1,0.7,1,1,3EWIJTFFVP34K0SP8GMW16OEF240EO,My word.  Can you break away at some point and meet up with us?,36-45,{},very,{},female,native,,
1,0.7,1,7,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Im sorry to hear that :/ i can help you look for jobs today,36-45,{},slightly,{},male,native,,
1,0.7,1,7,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Im sorry to hear that :/ i can help you look for jobs today,46-55,{},very,{},female,profession,,
1,0.7,1,7,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Im sorry to hear that :/ i can help you look for jobs today,18-25,{},moderately,{},male,native,,
1,0.7,0,8,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Okay that really helps out ..,26-35,{},slightly,{},male,profession,,
1,0.7,0,8,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Okay that really helps out ..,26-35,{},none,{},male,profession,,
1,0.7,0,8,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Okay that really helps out ..,26-35,{},slightly,{},male,profession,,
1,0.7,0,9,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Hey im here to help whats up,18-25,{},moderately,{},male,native,,
1,0.7,0,9,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Hey im here to help whats up,18-25,{},very,{},male,profession,,
1,0.7,0,9,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Hey im here to help whats up,26-35,{},very,{},male,profession,,
1,0.7,0,2,3EWIJTFFVP34K0SP8GMW16OEF240EO,"I know, I'm sorry.  I won't forget again...I promise!",18-25,{},very,{},male,profession,,
1,0.7,0,2,3EWIJTFFVP34K0SP8GMW16OEF240EO,"I know, I'm sorry.  I won't forget again...I promise!",26-35,{},very,{},male,profession,,
1,0.7,0,2,3EWIJTFFVP34K0SP8GMW16OEF240EO,"I know, I'm sorry.  I won't forget again...I promise!",26-35,{},very,{},male,profession,,
1,0.7,1,3,3EWIJTFFVP34K0SP8GMW16OEF240EO,"Yea, I know all about asshole bosses.  I think I set the record!",26-35,{},moderately,{},female,native,,
1,0.7,1,3,3EWIJTFFVP34K0SP8GMW16OEF240EO,"Yea, I know all about asshole bosses.  I think I set the record!",26-35,{},moderately,{},male,profession,,
1,0.7,1,3,3EWIJTFFVP34K0SP8GMW16OEF240EO,"Yea, I know all about asshole bosses.  I think I set the record!",18-25,{},none,{},female,native,,
1,0.7,1,10,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Oh no ! next time watch out for that lol,26-35,{},slightly,{},male,profession,,
1,0.7,1,10,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Oh no ! next time watch out for that lol,18-25,{},slightly,{},male,native,,
1,0.7,1,10,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Oh no ! next time watch out for that lol,26-35,{},slightly,{},male,native,,
1,0.8,1,5,336KAV9KYRO9MFCUN424RX99UCT2YP,I would just break it off before he does,26-35,{},slightly,{},male,profession,,
1,0.8,1,5,336KAV9KYRO9MFCUN424RX99UCT2YP,I would just break it off before he does,36-45,{},very,{},male,native,,
1,0.8,1,5,336KAV9KYRO9MFCUN424RX99UCT2YP,I would just break it off before he does,26-35,{},slightly,{},male,native,,
1,0.7,1,11,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,They wont be cold i promise !,26-35,{},moderately,{},male,native,,
1,0.7,1,11,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,They wont be cold i promise !,18-25,{},very,{},male,native,,
1,0.7,1,11,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,They wont be cold i promise !,36-45,{},very,{},male,native,,
1,0.8,1,6,336KAV9KYRO9MFCUN424RX99UCT2YP,Your sins are absolved... as long as there's a venti latte for me,26-35,{},slightly,{},male,native,,
1,0.8,1,6,336KAV9KYRO9MFCUN424RX99UCT2YP,Your sins are absolved... as long as there's a venti latte for me,18-25,{},very,{},male,native,,
1,0.8,1,6,336KAV9KYRO9MFCUN424RX99UCT2YP,Your sins are absolved... as long as there's a venti latte for me,26-35,{},extremely,{},male,profession,,
1,0.7,1,4,3EWIJTFFVP34K0SP8GMW16OEF240EO,It wasn't me...I swear.  What's your plan of attack?  Or maybe I should say defense?!  ;],26-35,{},moderately,{},male,profession,,
1,0.7,1,4,3EWIJTFFVP34K0SP8GMW16OEF240EO,It wasn't me...I swear.  What's your plan of attack?  Or maybe I should say defense?!  ;],18-25,{},very,{},male,native,,
1,0.7,1,4,3EWIJTFFVP34K0SP8GMW16OEF240EO,It wasn't me...I swear.  What's your plan of attack?  Or maybe I should say defense?!  ;],26-35,{},moderately,{},male,profession,,
1,0.7,1,12,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Im okay im just taking a mid life break right now and evaluating things,18-25,{},none,{},male,profession,,
1,0.7,1,12,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Im okay im just taking a mid life break right now and evaluating things,26-35,{},slightly,{},male,native,,
1,0.7,1,12,3YMTUJH0DTCN87SNHCYTCVESZPL4TE,Im okay im just taking a mid life break right now and evaluating things,26-35,{},very,{},male,native,,
1,0.8,1,7,336KAV9KYRO9MFCUN424RX99UCT2YP,I'm so sorry. let me know if you need anything,26-35,{},moderately,{},male,profession,,
1,0.8,1,7,336KAV9KYRO9MFCUN424RX99UCT2YP,I'm so sorry. let me know if you need anything,26-35,{},very,{},male,native,,
1,0.8,1,7,336KAV9KYRO9MFCUN424RX99UCT2YP,I'm so sorry. let me know if you need anything,26-35,{},extremely,{},female,native,,
1,0.7,1,5,3EWIJTFFVP34K0SP8GMW16OEF240EO,What a jerk.  I always thought he was bad news.  Any ideas?,26-35,{},very,{},male,native,,
